,StateCode,StateName,Origin,Reporting_Airline,Detail,Flights,Status
4356,AR,Arkansas,XNA,DL,Arrival Delay,8,Delayed
12545,FL,Florida,GNV,DL,Departure On-Time,4,On-Time
12595,CA,California,OAK,DL,Departure On-Time,7,On-Time
12594,SC,South Carolina,MYR,DL,Departure On-Time,5,On-Time
12593,CO,Colorado,MTJ,DL,Departure On-Time,1,On-Time
12592,LA,Louisiana,MSY,DL,Departure On-Time,104,On-Time
12591,MN,Minnesota,MSP,DL,Departure On-Time,422,On-Time
12590,MT,Montana,MSO,DL,Departure On-Time,18,On-Time
12596,HI,Hawaii,OGG,DL,Departure On-Time,8,On-Time
12589,WI,Wisconsin,MSN,DL,Departure On-Time,6,On-Time
12587,LA,Louisiana,MLU,DL,Departure On-Time,10,On-Time
12586,FL,Florida,MLB,DL,Departure On-Time,19,On-Time
12585,WI,Wisconsin,MKE,DL,Departure On-Time,55,On-Time
12584,FL,Florida,MIA,DL,Departure On-Time,103,On-Time
12583,NH,New Hampshire,MHT,DL,Departure On-Time,16,On-Time
12582,AL,Alabama,MGM,DL,Departure On-Time,3,On-Time
12588,AL,Alabama,MOB,DL,Departure On-Time,35,On-Time
12581,TN,Tennessee,MEM,DL,Departure On-Time,95,On-Time
12597,OK,Oklahoma,OKC,DL,Departure On-Time,12,On-Time
12599,CA,California,ONT,DL,Departure On-Time,14,On-Time
12613,SD,South Dakota,RAP,DL,Departure On-Time,4,On-Time
12612,ME,Maine,PWM,DL,Departure On-Time,21,On-Time
12611,RI,Rhode Island,PVD,DL,Departure On-Time,25,On-Time
12610,CA,California,PSP,DL,Departure On-Time,2,On-Time
12609,WA,Washington,PSC,DL,Departure On-Time,8,On-Time
12608,FL,Florida,PNS,DL,Departure On-Time,33,On-Time
12598,NE,Nebraska,OMA,DL,Departure On-Time,29,On-Time
12607,PA,Pennsylvania,PIT,DL,Departure On-Time,46,On-Time
12605,PA,Pennsylvania,PHL,DL,Departure On-Time,89,On-Time
12604,VA,Virginia,PHF,DL,Departure On-Time,2,On-Time
12603,OR,Oregon,PDX,DL,Departure On-Time,92,On-Time
12602,FL,Florida,PBI,DL,Departure On-Time,95,On-Time
12601,VA,Virginia,ORF,DL,Departure On-Time,74,On-Time
12600,IL,Illinois,ORD,DL,Departure On-Time,94,On-Time
12606,AZ,Arizona,PHX,DL,Departure On-Time,103,On-Time
12544,WA,Washington,GEG,DL,Departure On-Time,31,On-Time
12580,IL,Illinois,MDW,DL,Departure On-Time,19,On-Time
12578,FL,Florida,MCO,DL,Departure On-Time,263,On-Time
12559,VA,Virginia,IAD,DL,Departure On-Time,42,On-Time
12558,AL,Alabama,HSV,DL,Departure On-Time,17,On-Time
12557,NY,New York,HPN,DL,Departure On-Time,1,On-Time
12556,TX,Texas,HOU,DL,Departure On-Time,13,On-Time
12555,HI,Hawaii,HNL,DL,Departure On-Time,40,On-Time
12554,MT,Montana,HLN,DL,Departure On-Time,1,On-Time
12560,TX,Texas,IAH,DL,Departure On-Time,46,On-Time
12553,CO,Colorado,HDN,DL,Departure On-Time,1,On-Time
12551,MT,Montana,GTF,DL,Departure On-Time,3,On-Time
12550,SC,South Carolina,GSP,DL,Departure On-Time,20,On-Time
12549,NC,North Carolina,GSO,DL,Departure On-Time,44,On-Time
12548,MI,Michigan,GRR,DL,Departure On-Time,16,On-Time
12547,WI,Wisconsin,GRB,DL,Departure On-Time,1,On-Time
12546,MS,Mississippi,GPT,DL,Departure On-Time,7,On-Time
12552,CO,Colorado,GUC,DL,Departure On-Time,1,On-Time
12579,PA,Pennsylvania,MDT,DL,Departure On-Time,3,On-Time
12561,KS,Kansas,ICT,DL,Departure On-Time,3,On-Time
12563,IN,Indiana,IND,DL,Departure On-Time,42,On-Time
12577,MO,Missouri,MCI,DL,Departure On-Time,75,On-Time
12576,AR,Arkansas,LIT,DL,Departure On-Time,28,On-Time
12575,HI,Hawaii,LIH,DL,Departure On-Time,1,On-Time
12574,CA,California,LGB,DL,Departure On-Time,2,On-Time
12573,NY,New York,LGA,DL,Departure On-Time,569,On-Time
12572,KY,Kentucky,LEX,DL,Departure On-Time,28,On-Time
12562,NC,North Carolina,ILM,DL,Departure On-Time,1,On-Time
12571,CA,California,LAX,DL,Departure On-Time,370,On-Time
12569,HI,Hawaii,KOA,DL,Departure On-Time,2,On-Time
12568,NY,New York,JFK,DL,Departure On-Time,283,On-Time
12567,FL,Florida,JAX,DL,Departure On-Time,63,On-Time
12566,MS,Mississippi,JAN,DL,Departure On-Time,41,On-Time
12565,WY,Wyoming,JAC,DL,Departure On-Time,8,On-Time
12564,NY,New York,ISP,DL,Departure On-Time,4,On-Time
12570,NV,Nevada,LAS,DL,Departure On-Time,180,On-Time
3447,WI,Wisconsin,GRB,DL,B,1,Cancelled
7348,ND,North Dakota,BIS,DL,Departure Delay,8,Delayed
10243,MD,Maryland,BWI,DL,Arrival On-Time,32,On-Time
10330,AZ,Arizona,PHX,DL,Arrival On-Time,43,On-Time
10329,PA,Pennsylvania,PHL,DL,Arrival On-Time,27,On-Time
10328,VA,Virginia,PHF,DL,Arrival On-Time,5,On-Time
10327,OR,Oregon,PDX,DL,Arrival On-Time,24,On-Time
10326,FL,Florida,PBI,DL,Arrival On-Time,28,On-Time
3409,WA,Washington,SEA,DL,B,3,Cancelled
3272,VA,Virginia,IAD,DL,B,1,Cancelled
3271,VA,Virginia,IAD,DL,A,3,Cancelled
10325,VA,Virginia,ORF,DL,Arrival On-Time,19,On-Time
10324,IL,Illinois,ORD,DL,Arrival On-Time,37,On-Time
10323,CA,California,ONT,DL,Arrival On-Time,8,On-Time
10322,NE,Nebraska,OMA,DL,Arrival On-Time,3,On-Time
10321,OK,Oklahoma,OKC,DL,Arrival On-Time,10,On-Time
10320,HI,Hawaii,OGG,DL,Arrival On-Time,4,On-Time
10319,CA,California,OAK,DL,Arrival On-Time,5,On-Time
10331,PA,Pennsylvania,PIT,DL,Arrival On-Time,12,On-Time
10318,SC,South Carolina,MYR,DL,Arrival On-Time,2,On-Time
10332,FL,Florida,PNS,DL,Arrival On-Time,17,On-Time
10334,RI,Rhode Island,PVD,DL,Arrival On-Time,6,On-Time
2762,SC,South Carolina,GSP,DL,A,1,Cancelled
2763,SC,South Carolina,GSP,DL,B,2,Cancelled
10345,IN,Indiana,SBN,DL,Arrival On-Time,1,On-Time
2737,SC,South Carolina,CHS,DL,B,7,Cancelled
2736,SC,South Carolina,CHS,DL,A,3,Cancelled
10344,GA,Georgia,SAV,DL,Arrival On-Time,20,On-Time
10343,TX,Texas,SAT,DL,Arrival On-Time,24,On-Time
10342,CA,California,SAN,DL,Arrival On-Time,32,On-Time
10341,FL,Florida,RSW,DL,Arrival On-Time,22,On-Time
10340,NY,New York,ROC,DL,Arrival On-Time,10,On-Time
10339,NV,Nevada,RNO,DL,Arrival On-Time,5,On-Time
10337,NC,North Carolina,RDU,DL,Arrival On-Time,33,On-Time
10336,SD,South Dakota,RAP,DL,Arrival On-Time,1,On-Time
10335,ME,Maine,PWM,DL,Arrival On-Time,5,On-Time
3408,WA,Washington,SEA,DL,A,5,Cancelled
10333,WA,Washington,PSC,DL,Arrival On-Time,6,On-Time
10317,LA,Louisiana,MSY,DL,Arrival On-Time,33,On-Time
10316,MN,Minnesota,MSP,DL,Arrival On-Time,124,On-Time
10315,MT,Montana,MSO,DL,Arrival On-Time,5,On-Time
10294,HI,Hawaii,KOA,DL,Arrival On-Time,1,On-Time
10293,NY,New York,JFK,DL,Arrival On-Time,72,On-Time
3227,VA,Virginia,DCA,DL,C,9,Cancelled
3226,VA,Virginia,DCA,DL,B,8,Cancelled
3225,VA,Virginia,DCA,DL,A,20,Cancelled
10292,FL,Florida,JAX,DL,Arrival On-Time,29,On-Time
10291,MS,Mississippi,JAN,DL,Arrival On-Time,14,On-Time
10290,WY,Wyoming,JAC,DL,Arrival On-Time,2,On-Time
10289,IN,Indiana,IND,DL,Arrival On-Time,25,On-Time
10288,NC,North Carolina,ILM,DL,Arrival On-Time,1,On-Time
10287,KS,Kansas,ICT,DL,Arrival On-Time,1,On-Time
2783,SC,South Carolina,MYR,DL,A,1,Cancelled
2976,TX,Texas,DAL,DL,B,2,Cancelled
7464,NC,North Carolina,RDU,DL,Departure Delay,364,Delayed
7463,SD,South Dakota,RAP,DL,Departure Delay,7,Delayed
10295,NV,Nevada,LAS,DL,Arrival On-Time,57,On-Time
10296,CA,California,LAX,DL,Arrival On-Time,113,On-Time
10297,KY,Kentucky,LEX,DL,Arrival On-Time,8,On-Time
10298,NY,New York,LGA,DL,Arrival On-Time,113,On-Time
10314,WI,Wisconsin,MSN,DL,Arrival On-Time,6,On-Time
10313,AL,Alabama,MOB,DL,Arrival On-Time,9,On-Time
10312,LA,Louisiana,MLU,DL,Arrival On-Time,2,On-Time
10311,FL,Florida,MLB,DL,Arrival On-Time,6,On-Time
10310,WI,Wisconsin,MKE,DL,Arrival On-Time,14,On-Time
10309,FL,Florida,MIA,DL,Arrival On-Time,36,On-Time
10308,NH,New Hampshire,MHT,DL,Arrival On-Time,1,On-Time
3306,VA,Virginia,ORF,DL,B,5,Cancelled
10307,AL,Alabama,MGM,DL,Arrival On-Time,1,On-Time
10305,IL,Illinois,MDW,DL,Arrival On-Time,4,On-Time
10304,PA,Pennsylvania,MDT,DL,Arrival On-Time,1,On-Time
10303,FL,Florida,MCO,DL,Arrival On-Time,113,On-Time
10302,MO,Missouri,MCI,DL,Arrival On-Time,41,On-Time
10301,AR,Arkansas,LIT,DL,Arrival On-Time,8,On-Time
10300,HI,Hawaii,LIH,DL,Arrival On-Time,1,On-Time
10299,CA,California,LGB,DL,Arrival On-Time,1,On-Time
10306,TN,Tennessee,MEM,DL,Arrival On-Time,26,On-Time
10346,KY,Kentucky,SDF,DL,Arrival On-Time,12,On-Time
10347,WA,Washington,SEA,DL,Arrival On-Time,51,On-Time
10348,CA,California,SFO,DL,Arrival On-Time,42,On-Time
7487,VI,U.S. Virgin Islands,STX,DL,Departure Delay,1,Delayed
7486,VI,U.S. Virgin Islands,STT,DL,Departure Delay,50,Delayed
7485,MO,Missouri,STL,DL,Departure Delay,247,Delayed
7484,FL,Florida,SRQ,DL,Departure Delay,165,Delayed
843,GA,Georgia,ATL,DL,A,126,Cancelled
844,GA,Georgia,ATL,DL,B,157,Cancelled
845,GA,Georgia,ATL,DL,C,46,Cancelled
3339,VA,Virginia,RIC,DL,B,3,Cancelled
7483,CA,California,SNA,DL,Departure Delay,220,Delayed
7482,CA,California,SMF,DL,Departure Delay,137,Delayed
7481,UT,Utah,SLC,DL,Departure Delay,2833,Delayed
7480,PR,Puerto Rico,SJU,DL,Departure Delay,136,Delayed
7479,CA,California,SJC,DL,Departure Delay,136,Delayed
7478,LA,Louisiana,SHV,DL,Departure Delay,35,Delayed
892,GA,Georgia,SAV,DL,A,5,Cancelled
7488,NY,New York,SYR,DL,Departure Delay,79,Delayed
818,FL,Florida,VPS,DL,B,1,Cancelled
7489,FL,Florida,TLH,DL,Departure Delay,91,Delayed
7490,FL,Florida,TPA,DL,Departure Delay,711,Delayed
7497,AR,Arkansas,XNA,DL,Departure Delay,6,Delayed
778,FL,Florida,SRQ,DL,A,1,Cancelled
779,FL,Florida,SRQ,DL,B,2,Cancelled
7496,FL,Florida,VPS,DL,Departure Delay,55,Delayed
7495,TN,Tennessee,TYS,DL,Departure Delay,58,Delayed
3361,VA,Virginia,ROA,DL,B,1,Cancelled
786,FL,Florida,TLH,DL,B,1,Cancelled
893,GA,Georgia,SAV,DL,B,6,Cancelled
7494,MI,Michigan,TVC,DL,Departure Delay,7,Delayed
7492,OK,Oklahoma,TUL,DL,Departure Delay,68,Delayed
3065,TX,Texas,HOU,DL,C,1,Cancelled
3064,TX,Texas,HOU,DL,A,4,Cancelled
798,FL,Florida,TPA,DL,A,5,Cancelled
799,FL,Florida,TPA,DL,B,6,Cancelled
800,FL,Florida,TPA,DL,C,2,Cancelled
7491,TN,Tennessee,TRI,DL,Departure Delay,11,Delayed
7493,AZ,Arizona,TUS,DL,Departure Delay,62,Delayed
7462,ME,Maine,PWM,DL,Departure Delay,69,Delayed
7477,MO,Missouri,SGF,DL,Departure Delay,2,Delayed
7475,WA,Washington,SEA,DL,Departure Delay,854,Delayed
10363,MI,Michigan,TVC,DL,Arrival On-Time,2,On-Time
10362,AZ,Arizona,TUS,DL,Arrival On-Time,14,On-Time
10361,OK,Oklahoma,TUL,DL,Arrival On-Time,11,On-Time
10360,FL,Florida,TPA,DL,Arrival On-Time,59,On-Time
10359,FL,Florida,TLH,DL,Arrival On-Time,8,On-Time
10358,NY,New York,SYR,DL,Arrival On-Time,5,On-Time
10357,VI,U.S. Virgin Islands,STT,DL,Arrival On-Time,1,On-Time
10356,MO,Missouri,STL,DL,Arrival On-Time,15,On-Time
10355,FL,Florida,SRQ,DL,Arrival On-Time,20,On-Time
10354,CA,California,SNA,DL,Arrival On-Time,20,On-Time
10353,CA,California,SMF,DL,Arrival On-Time,12,On-Time
10352,UT,Utah,SLC,DL,Arrival On-Time,225,On-Time
10351,PR,Puerto Rico,SJU,DL,Arrival On-Time,10,On-Time
10350,CA,California,SJC,DL,Arrival On-Time,11,On-Time
10349,LA,Louisiana,SHV,DL,Arrival On-Time,4,On-Time
10364,TN,Tennessee,TYS,DL,Arrival On-Time,8,On-Time
10365,FL,Florida,VPS,DL,Arrival On-Time,6,On-Time
10366,AR,Arkansas,XNA,DL,Arrival On-Time,1,On-Time
7465,VA,Virginia,RIC,DL,Departure Delay,188,Delayed
7474,KY,Kentucky,SDF,DL,Departure Delay,164,Delayed
3004,TX,Texas,DFW,DL,C,3,Cancelled
3003,TX,Texas,DFW,DL,B,1,Cancelled
3002,TX,Texas,DFW,DL,A,9,Cancelled
894,GA,Georgia,SAV,DL,C,1,Cancelled
2823,TN,Tennessee,BNA,DL,A,1,Cancelled
2824,TN,Tennessee,BNA,DL,B,2,Cancelled
7476,CA,California,SFO,DL,Departure Delay,608,Delayed
7473,IN,Indiana,SBN,DL,Departure Delay,4,Delayed
7471,TX,Texas,SAT,DL,Departure Delay,217,Delayed
916,HI,Hawaii,HNL,DL,A,2,Cancelled
7470,CA,California,SAN,DL,Departure Delay,333,Delayed
7469,FL,Florida,RSW,DL,Departure Delay,364,Delayed
7468,NY,New York,ROC,DL,Departure Delay,75,Delayed
7467,VA,Virginia,ROA,DL,Departure Delay,9,Delayed
7466,NV,Nevada,RNO,DL,Departure Delay,50,Delayed
7472,GA,Georgia,SAV,DL,Departure Delay,218,Delayed
7461,RI,Rhode Island,PVD,DL,Departure Delay,101,Delayed
10338,VA,Virginia,RIC,DL,Arrival On-Time,11,On-Time
7460,CA,California,PSP,DL,Departure Delay,7,Delayed
7447,OK,Oklahoma,OKC,DL,Departure Delay,104,Delayed
10248,NC,North Carolina,CLT,DL,Arrival On-Time,15,On-Time
7436,FL,Florida,MLB,DL,Departure Delay,70,Delayed
10247,OH,Ohio,CLE,DL,Arrival On-Time,6,On-Time
10246,SC,South Carolina,CHS,DL,Arrival On-Time,17,On-Time
7437,LA,Louisiana,MLU,DL,Departure Delay,13,Delayed
759,FL,Florida,RSW,DL,B,4,Cancelled
10250,CO,Colorado,COS,DL,Arrival On-Time,4,On-Time
7438,AL,Alabama,MOB,DL,Departure Delay,57,Delayed
7439,ND,North Dakota,MOT,DL,Departure Delay,2,Delayed
7440,WI,Wisconsin,MSN,DL,Departure Delay,50,Delayed
758,FL,Florida,RSW,DL,A,2,Cancelled
7441,MT,Montana,MSO,DL,Departure Delay,25,Delayed
3088,TX,Texas,IAH,DL,A,6,Cancelled
3156,TX,Texas,SAT,DL,B,3,Cancelled
1053,IL,Illinois,ORD,DL,A,7,Cancelled
688,FL,Florida,MIA,DL,C,1,Cancelled
3155,TX,Texas,SAT,DL,A,1,Cancelled
10251,WV,West Virginia,CRW,DL,Arrival On-Time,1,On-Time
7451,VA,Virginia,ORF,DL,Departure Delay,176,Delayed
10261,FL,Florida,ECP,DL,Arrival On-Time,5,On-Time
1013,IL,Illinois,MDW,DL,B,1,Cancelled
10260,MI,Michigan,DTW,DL,Arrival On-Time,96,On-Time
7454,VA,Virginia,PHF,DL,Departure Delay,13,Delayed
7453,OR,Oregon,PDX,DL,Departure Delay,308,Delayed
10259,MN,Minnesota,DLH,DL,Arrival On-Time,1,On-Time
7452,FL,Florida,PBI,DL,Departure Delay,556,Delayed
10252,KY,Kentucky,CVG,DL,Arrival On-Time,176,On-Time
1609,MN,Minnesota,MSP,DL,C,1,Cancelled
10257,CO,Colorado,DEN,DL,Arrival On-Time,37,On-Time
10256,VA,Virginia,DCA,DL,Arrival On-Time,58,On-Time
2865,TN,Tennessee,MEM,DL,A,2,Cancelled
10255,OH,Ohio,DAY,DL,Arrival On-Time,7,On-Time
10254,TX,Texas,DAL,DL,Arrival On-Time,1,On-Time
2866,TN,Tennessee,MEM,DL,B,7,Cancelled
10253,FL,Florida,DAB,DL,Arrival On-Time,5,On-Time
10258,TX,Texas,DFW,DL,Arrival On-Time,89,On-Time
1012,IL,Illinois,MDW,DL,A,2,Cancelled
1054,IL,Illinois,ORD,DL,B,4,Cancelled
10245,SC,South Carolina,CAE,DL,Arrival On-Time,5,On-Time
10230,NY,New York,ALB,DL,Arrival On-Time,5,On-Time
10231,AK,Alaska,ANC,DL,Arrival On-Time,10,On-Time
10232,GA,Georgia,ATL,DL,Arrival On-Time,1195,On-Time
7448,NE,Nebraska,OMA,DL,Departure Delay,60,Delayed
10233,WI,Wisconsin,ATW,DL,Arrival On-Time,1,On-Time
10234,TX,Texas,AUS,DL,Arrival On-Time,24,On-Time
7445,CA,California,OAK,DL,Departure Delay,72,Delayed
7444,SC,South Carolina,MYR,DL,Departure Delay,17,Delayed
10240,MA,Massachusetts,BOS,DL,Arrival On-Time,94,On-Time
2898,TN,Tennessee,TYS,DL,A,2,Cancelled
2899,TN,Tennessee,TYS,DL,B,1,Cancelled
10235,CT,Connecticut,BDL,DL,Arrival On-Time,29,On-Time
10236,AL,Alabama,BHM,DL,Arrival On-Time,17,On-Time
10237,MT,Montana,BIL,DL,Arrival On-Time,1,On-Time
10238,TN,Tennessee,BNA,DL,Arrival On-Time,24,On-Time
7446,HI,Hawaii,OGG,DL,Departure Delay,52,Delayed
10239,ID,Idaho,BOI,DL,Arrival On-Time,7,On-Time
1055,IL,Illinois,ORD,DL,C,5,Cancelled
943,HI,Hawaii,OGG,DL,A,2,Cancelled
7443,LA,Louisiana,MSY,DL,Departure Delay,341,Delayed
10244,MT,Montana,BZN,DL,Arrival On-Time,1,On-Time
3089,TX,Texas,IAH,DL,B,2,Cancelled
7450,IL,Illinois,ORD,DL,Departure Delay,631,Delayed
10242,NY,New York,BUF,DL,Arrival On-Time,8,On-Time
687,FL,Florida,MIA,DL,B,6,Cancelled
7449,CA,California,ONT,DL,Departure Delay,85,Delayed
1134,IN,Indiana,IND,DL,C,1,Cancelled
10229,GA,Georgia,AGS,DL,Arrival On-Time,3,On-Time
1133,IN,Indiana,IND,DL,B,1,Cancelled
1709,MO,Missouri,STL,DL,A,1,Cancelled
686,FL,Florida,MIA,DL,A,7,Cancelled
10241,LA,Louisiana,BTR,DL,Arrival On-Time,6,On-Time
1734,MS,Mississippi,GPT,DL,B,2,Cancelled
10227,PA,Pennsylvania,ABE,DL,Arrival On-Time,3,On-Time
10228,NM,New Mexico,ABQ,DL,Arrival On-Time,11,On-Time
7442,MN,Minnesota,MSP,DL,Departure Delay,2113,Delayed
1132,IN,Indiana,IND,DL,A,6,Cancelled
10262,CO,Colorado,EGE,DL,Arrival On-Time,1,On-Time
10249,OH,Ohio,CMH,DL,Arrival On-Time,21,On-Time
7435,WI,Wisconsin,MKE,DL,Departure Delay,232,Delayed
10269,NC,North Carolina,FAY,DL,Arrival On-Time,2,On-Time
10270,MT,Montana,FCA,DL,Arrival On-Time,5,On-Time
1664,MO,Missouri,MCI,DL,A,2,Cancelled
10271,FL,Florida,FLL,DL,Arrival On-Time,56,On-Time
3192,UT,Utah,SLC,DL,A,19,Cancelled
1749,MS,Mississippi,JAN,DL,A,2,Cancelled
3193,UT,Utah,SLC,DL,B,10,Cancelled
3194,UT,Utah,SLC,DL,C,1,Cancelled
10263,TX,Texas,ELP,DL,Arrival On-Time,3,On-Time
10273,WA,Washington,GEG,DL,Arrival On-Time,10,On-Time
10274,FL,Florida,GNV,DL,Arrival On-Time,1,On-Time
10275,MS,Mississippi,GPT,DL,Arrival On-Time,3,On-Time
10276,WI,Wisconsin,GRB,DL,Arrival On-Time,1,On-Time
10268,ND,North Dakota,FAR,DL,Arrival On-Time,1,On-Time
10277,MI,Michigan,GRR,DL,Arrival On-Time,8,On-Time
10279,SC,South Carolina,GSP,DL,Arrival On-Time,8,On-Time
7456,AZ,Arizona,PHX,DL,Departure Delay,407,Delayed
10280,MT,Montana,GTF,DL,Arrival On-Time,5,On-Time
10281,MT,Montana,HLN,DL,Arrival On-Time,1,On-Time
10282,HI,Hawaii,HNL,DL,Arrival On-Time,9,On-Time
10283,TX,Texas,HOU,DL,Arrival On-Time,5,On-Time
7457,PA,Pennsylvania,PIT,DL,Departure Delay,184,Delayed
7458,FL,Florida,PNS,DL,Departure Delay,173,Delayed
7459,WA,Washington,PSC,DL,Departure Delay,13,Delayed
10284,AL,Alabama,HSV,DL,Arrival On-Time,12,On-Time
10285,VA,Virginia,IAD,DL,Arrival On-Time,17,On-Time
10286,TX,Texas,IAH,DL,Arrival On-Time,16,On-Time
2784,SC,South Carolina,MYR,DL,B,1,Cancelled
10278,NC,North Carolina,GSO,DL,Arrival On-Time,8,On-Time
1665,MO,Missouri,MCI,DL,B,1,Cancelled
10272,MI,Michigan,FNT,DL,Arrival On-Time,2,On-Time
7455,PA,Pennsylvania,PHL,DL,Departure Delay,483,Delayed
10264,IN,Indiana,EVV,DL,Arrival On-Time,1,On-Time
10266,FL,Florida,EYW,DL,Arrival On-Time,6,On-Time
1770,MT,Montana,BZN,DL,A,1,Cancelled
7434,FL,Florida,MIA,DL,Departure Delay,586,Delayed
2941,TX,Texas,AUS,DL,B,2,Cancelled
10267,AK,Alaska,FAI,DL,Arrival On-Time,3,On-Time
737,FL,Florida,PNS,DL,A,1,Cancelled
738,FL,Florida,PNS,DL,B,4,Cancelled
705,FL,Florida,MLB,DL,B,1,Cancelled
715,FL,Florida,PBI,DL,A,4,Cancelled
1666,MO,Missouri,MCI,DL,C,2,Cancelled
10265,NJ,New Jersey,EWR,DL,Arrival On-Time,25,On-Time
716,FL,Florida,PBI,DL,B,5,Cancelled
2940,TX,Texas,AUS,DL,A,3,Cancelled
4543,NM,New Mexico,SAF,EV,Arrival Delay,18,Delayed
4549,KY,Kentucky,SDF,EV,Arrival Delay,130,Delayed
4548,PA,Pennsylvania,SCE,EV,Arrival Delay,10,Delayed
4544,CA,California,SAN,EV,Arrival Delay,2,Delayed
7505,GA,Georgia,AGS,EV,Departure Delay,116,Delayed
4546,GA,Georgia,SAV,EV,Arrival Delay,115,Delayed
4545,TX,Texas,SAT,EV,Arrival Delay,69,Delayed
4497,AL,Alabama,MGM,EV,Arrival Delay,190,Delayed
4495,TN,Tennessee,MEM,EV,Arrival Delay,230,Delayed
1612,MN,Minnesota,MSP,EV,C,4,Cancelled
1611,MN,Minnesota,MSP,EV,B,9,Cancelled
4547,IN,Indiana,SBN,EV,Arrival Delay,68,Delayed
4496,TX,Texas,MFE,EV,Arrival Delay,30,Delayed
4498,KS,Kansas,MHK,EV,Arrival Delay,1,Delayed
4551,CA,California,SFO,EV,Arrival Delay,3,Delayed
4499,NH,New Hampshire,MHT,EV,Arrival Delay,56,Delayed
4483,AR,Arkansas,LIT,EV,Arrival Delay,171,Delayed
4484,NE,Nebraska,LNK,EV,Arrival Delay,24,Delayed
4485,TX,Texas,LRD,EV,Arrival Delay,41,Delayed
4486,WV,West Virginia,LWB,EV,Arrival Delay,10,Delayed
4525,AZ,Arizona,PHX,EV,Arrival Delay,6,Delayed
4553,LA,Louisiana,SHV,EV,Arrival Delay,198,Delayed
739,FL,Florida,PNS,EV,A,2,Cancelled
3091,TX,Texas,IAH,EV,B,46,Cancelled
3092,TX,Texas,IAH,EV,C,32,Cancelled
4550,WA,Washington,SEA,EV,Arrival Delay,2,Delayed
4552,MO,Missouri,SGF,EV,Arrival Delay,95,Delayed
4488,TX,Texas,MAF,EV,Arrival Delay,39,Delayed
4489,MO,Missouri,MCI,EV,Arrival Delay,121,Delayed
4526,IL,Illinois,PIA,EV,Arrival Delay,59,Delayed
4527,MS,Mississippi,PIB,EV,Arrival Delay,5,Delayed
4490,GA,Georgia,MCN,EV,Arrival Delay,30,Delayed
4491,FL,Florida,MCO,EV,Arrival Delay,14,Delayed
4492,PA,Pennsylvania,MDT,EV,Arrival Delay,84,Delayed
4493,IL,Illinois,MDW,EV,Arrival Delay,32,Delayed
4494,MS,Mississippi,MEI,EV,Arrival Delay,44,Delayed
4487,VA,Virginia,LYH,EV,Arrival Delay,30,Delayed
4500,FL,Florida,MIA,EV,Arrival Delay,4,Delayed
4504,LA,Louisiana,MLU,EV,Arrival Delay,116,Delayed
4501,WI,Wisconsin,MKE,EV,Arrival Delay,95,Delayed
4528,PA,Pennsylvania,PIT,EV,Arrival Delay,82,Delayed
740,FL,Florida,PNS,EV,B,2,Cancelled
4529,FL,Florida,PNS,EV,Arrival Delay,93,Delayed
4539,NY,New York,ROC,EV,Arrival Delay,91,Delayed
4538,VA,Virginia,ROA,EV,Arrival Delay,116,Delayed
4537,NV,Nevada,RNO,EV,Arrival Delay,3,Delayed
4536,VA,Virginia,RIC,EV,Arrival Delay,187,Delayed
4530,WA,Washington,PSC,EV,Arrival Delay,1,Delayed
4535,NC,North Carolina,RDU,EV,Arrival Delay,96,Delayed
4531,CA,California,PSP,EV,Arrival Delay,1,Delayed
741,FL,Florida,PNS,EV,C,2,Cancelled
4534,SD,South Dakota,RAP,EV,Arrival Delay,16,Delayed
4533,ME,Maine,PWM,EV,Arrival Delay,69,Delayed
7508,FL,Florida,APF,EV,Departure Delay,5,Delayed
4519,VA,Virginia,ORF,EV,Arrival Delay,92,Delayed
4520,FL,Florida,PBI,EV,Arrival Delay,9,Delayed
4532,RI,Rhode Island,PVD,EV,Arrival Delay,51,Delayed
4521,OR,Oregon,PDX,EV,Arrival Delay,4,Delayed
4522,FL,Florida,PFN,EV,Arrival Delay,90,Delayed
4540,NM,New Mexico,ROW,EV,Arrival Delay,1,Delayed
4541,MN,Minnesota,RST,EV,Arrival Delay,13,Delayed
4518,IL,Illinois,ORD,EV,Arrival Delay,1333,Delayed
4517,CA,California,ONT,EV,Arrival Delay,7,Delayed
4502,FL,Florida,MLB,EV,Arrival Delay,43,Delayed
4503,IL,Illinois,MLI,EV,Arrival Delay,90,Delayed
4505,AL,Alabama,MOB,EV,Arrival Delay,161,Delayed
4506,ND,North Dakota,MOT,EV,Arrival Delay,6,Delayed
4507,WI,Wisconsin,MSN,EV,Arrival Delay,70,Delayed
733,FL,Florida,PFN,EV,C,2,Cancelled
4524,PA,Pennsylvania,PHL,EV,Arrival Delay,20,Delayed
4523,VA,Virginia,PHF,EV,Arrival Delay,93,Delayed
4508,MT,Montana,MSO,EV,Arrival Delay,1,Delayed
7509,GA,Georgia,ATL,EV,Departure Delay,6133,Delayed
4509,MN,Minnesota,MSP,EV,Arrival Delay,179,Delayed
4511,CO,Colorado,MTJ,EV,Arrival Delay,1,Delayed
4542,FL,Florida,RSW,EV,Arrival Delay,1,Delayed
7506,NY,New York,ALB,EV,Departure Delay,47,Delayed
7507,TX,Texas,AMA,EV,Departure Delay,39,Delayed
4512,SC,South Carolina,MYR,EV,Arrival Delay,119,Delayed
4513,NC,North Carolina,OAJ,EV,Arrival Delay,70,Delayed
